TEMPO_SWATH_POINT product,TEMPO_SWATH_POINT start time,TEMPO_SWATH_POINT end time,TEMPO_SWATH_POINT duration,TEMPO_SWATH_POINT product type,TEMPO_SWATH_POINT product path,(bl lat. bl lon),(tl lat. tl lon),(tr lat. tr lon),(br lat. br lon),segment_id
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-2600000__+1400000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-2600000__+1400000__V202.nc,(-63.2964973449707. -61.69924545288086),(-62.871646881103516. -60.01836013793945),(-63.6240234375. -59.0362434387207),(-64.0629653930664. -60.75117492675781),1510
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-2600000__+1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-2600000__+1200000__V202.nc,(-64.07825469970703. -65.22486114501953),(-63.6991081237793. -63.4349479675293),(-64.47935485839844. -62.525569915771484),(-64.87186431884766. -64.35899353027344),1511
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-600000___+1500000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-600000___+1500000__V202.nc,(-75.21038818359375. -21.801408767700195),(-74.3665771484375. -20.556045532226562),(-74.66043853759766. -17.35402488708496),(-75.52215576171875. -18.434947967529297),1512
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-300000___+2100000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-300000___+2100000__V202.nc,(-70.6545639038086. -8.130102157592773),(-69.7689208984375. -7.76516580581665),(-69.86974334716797. -5.19442892074585),(-70.7603988647461. -5.440331935882568),1513
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-700000___-1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-700000___-1200000__V202.nc,(-77.26444244384766. -149.74356079101562),(-78.04174041748047. -147.52880859375),(-78.5050048828125. -151.38954162597656),(-77.69757080078125. -153.43495178222656),1514
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-500000___+1900000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-500000___+1900000__V202.nc,(-72.05978393554688. -14.743562698364258),(-71.19012451171875. -14.036243438720703),(-71.38697052001953. -11.309932708740234),(-72.26692962646484. -11.888657569885254),1515
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-900000___-1400000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-900000___-1400000__V202.nc,(-74.76876831054688. -147.2647705078125),(-75.52215576171875. -145.30484008789062),(-76.01821899414062. -148.3925018310547),(-75.23844146728516. -150.25511169433594),1516
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-800000___-1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-800000___-1200000__V202.nc,(-76.78285217285156. -146.3099365234375),(-77.5291519165039. -143.97262573242188),(-78.04174041748047. -147.52880859375),(-77.26444244384766. -149.74356079101562),1517
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-700000___-1300000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-700000___-1300000__V202.nc,(-76.47162628173828. -151.69924926757812),(-77.26444244384766. -149.74356079101562),(-77.69757080078125. -153.43495178222656),(-76.8777084350586. -155.224853515625),1518
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+2100000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+2100000__V202.nc,(-70.84552001953125. 0.0),(-69.95079803466797. 0.0),(-69.93050384521484. 2.602562189102173),(-70.82420349121094. 2.726310968399048),1519
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-700000___+1600000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-700000___+1600000__V202.nc,(-74.0265884399414. -23.629377365112305),(-73.19590759277344. -22.38013458251953),(-73.51788330078125. -19.440034866333008),(-74.3665771484375. -20.556045532226562),1520
CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-900000___-1300000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2021_12_-900000___-1300000__V202.nc,(-75.52215576171875. -145.30484008789062),(-76.25810241699219. -143.13009643554688),(-76.78285217285156. -146.3099365234375),(-76.01821899414062. -148.3925018310547),1521
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__+500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__+500000___V202.nc,(-78.07672119140625. -67.38013458251953),(-77.69757080078125. -63.4349479675293),(-78.5050048828125. -61.38954162597656),(-78.91250610351562. -65.55604553222656),1522
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+1700000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+1700000__V202.nc,(-74.4461441040039. 0.0),(-73.54292297363281. 0.0),(-73.51788330078125. 3.1798300743103027),(-74.4195785522461. 3.3664605617523193),1523
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__+300000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__+300000___V202.nc,(-78.65145111083984. -75.96375274658203),(-78.39640808105469. -71.56504821777344),(-79.25769805908203. -70.01689147949219),(-79.53423309326172. -74.74488067626953),1524
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+2000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+2000000__V202.nc,(-71.74251556396484. 0.0),(-70.84552001953125. 0.0),(-70.82420349121094. 2.726310968399048),(-71.72007751464844. 2.862405300140381),1525
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+1900000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+1900000__V202.nc,(-72.64167785644531. 0.0),(-71.74251556396484. 0.0),(-71.72007751464844. 2.862405300140381),(-72.61801147460938. 3.0127875804901123),1526
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-1300000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-1300000__V202.nc,(-73.82109069824219. -137.2906036376953),(-74.47276306152344. -135.0),(-75.09870147705078. -137.4895477294922),(-74.4195785522461. -139.76364135742188),1527
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-600000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-600000___V202.nc,(-77.69757080078125. -116.56504821777344),(-78.07672119140625. -112.61986541748047),(-78.91250610351562. -114.44395446777344),(-78.5050048828125. -118.61045837402344),1528
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__+400000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__+400000___V202.nc,(-78.39640808105469. -71.56504821777344),(-78.07672119140625. -67.38013458251953),(-78.91250610351562. -65.55604553222656),(-79.25769805908203. -70.01689147949219),1529
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-900000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-900000___V202.nc,(-76.25810241699219. -126.8698959350586),(-76.78285217285156. -123.69007110595703),(-77.5291519165039. -126.02737426757812),(-76.97328186035156. -129.28941345214844),1530
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-1100000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-1100000__V202.nc,(-75.09870147705078. -132.5104522705078),(-75.6951904296875. -129.80557250976562),(-76.37969207763672. -132.273681640625),(-75.75335693359375. -135.0),1531
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+200000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+200000___V202.nc,(-77.93743133544922. -81.25383758544922),(-77.76560974121094. -77.00538635253906),(-78.65145111083984. -75.96375274658203),(-78.8372802734375. -80.53768157958984),1532
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-100000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-100000___V202.nc,(-78.04174041748047. -94.3987045288086),(-78.07672119140625. -90.0),(-78.9882583618164. -90.0),(-78.9503173828125. -94.76364135742188),1533
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+400000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+400000___V202.nc,(-77.5291519165039. -72.89727020263672),(-77.23175811767578. -68.96248626708984),(-78.07672119140625. -67.38013458251953),(-78.39640808105469. -71.56504821777344),1534
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1100000__-1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1100000__-1000000__V202.nc,(-76.37969207763672. -132.273681640625),(-76.97328186035156. -129.28941345214844),(-77.6636962890625. -131.98721313476562),(-77.03739929199219. -135.0),1535
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+1800000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________+1800000__V202.nc,(-73.54292297363281. 0.0),(-72.64167785644531. 0.0),(-72.61801147460938. 3.0127875804901123),(-73.51788330078125. 3.1798300743103027),1536
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-500000___+1500000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-500000___+1500000__V202.nc,(-75.52215576171875. -18.434947967529297),(-74.66043853759766. -17.35402488708496),(-74.90532684326172. -14.036243438720703),(-75.78253173828125. -14.931417465209961),1537
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-1200000__V202.nc,(-74.47276306152344. -135.0),(-75.09870147705078. -132.5104522705078),(-75.75335693359375. -135.0),(-75.09870147705078. -137.4895477294922),1538
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+0________V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+0________V202.nc,(-78.07672119140625. -90.0),(-78.04174041748047. -85.6012954711914),(-78.9503173828125. -85.23635864257812),(-78.9882583618164. -90.0),1539
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-400000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-400000___V202.nc,(-77.5291519165039. -107.10272979736328),(-77.76560974121094. -102.99461364746094),(-78.65145111083984. -104.03624725341797),(-78.39640808105469. -108.43495178222656),1540
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-1200000__V202.nc,(-73.82109069824219. -132.7093963623047),(-74.4195785522461. -130.23635864257812),(-75.09870147705078. -132.5104522705078),(-74.47276306152344. -135.0),1541
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-1000000__V202.nc,(-75.6951904296875. -129.80557250976562),(-76.25810241699219. -126.8698959350586),(-76.97328186035156. -129.28941345214844),(-76.37969207763672. -132.273681640625),1542
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+100000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+100000___V202.nc,(-78.04174041748047. -85.6012954711914),(-77.93743133544922. -81.25383758544922),(-78.8372802734375. -80.53768157958984),(-78.9503173828125. -85.23635864257812),1543
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-800000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-800000___V202.nc,(-76.78285217285156. -123.69007110595703),(-77.26444244384766. -120.25643920898438),(-78.04174041748047. -122.47119140625),(-77.5291519165039. -126.02737426757812),1544
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________-300000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________-300000___V202.nc,(-87.23941802978516. 180.0),(-88.159423828125. 180.0),(-87.94221496582031. 153.43495178222656),(-87.09014892578125. 161.56504821777344),1545
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-1000000__V202.nc,(-74.98788452148438. -127.56858825683594),(-75.52215576171875. -124.69515228271484),(-76.25810241699219. -126.8698959350586),(-75.6951904296875. -129.80557250976562),1546
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-500000___V202.nc,(-77.23175811767578. -111.03751373291016),(-77.5291519165039. -107.10272979736328),(-78.39640808105469. -108.43495178222656),(-78.07672119140625. -112.61986541748047),1547
CS_OFFL_THEM_POINT_SOUTHANDE_2021_12_-70600783_-55934977_V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2021_12_-70600783_-55934977_V202.nc,(-55.93497848510742. -70.60078430175781),(-55.03675079345703. -70.56476593017578),(-55.04680633544922. -69.0),(-55.945377349853516. -69.0),1548
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-600000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-600000___V202.nc,(-76.8777084350586. -114.77513885498047),(-77.23175811767578. -111.03751373291016),(-78.07672119140625. -112.61986541748047),(-77.69757080078125. -116.56504821777344),1549
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+0________V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+0________V202.nc,(-77.16663360595703. -90.0),(-77.13420104980469. -85.91438293457031),(-78.04174041748047. -85.6012954711914),(-78.07672119140625. -90.0),1550
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+300000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__+300000___V202.nc,(-77.76560974121094. -77.00538635253906),(-77.5291519165039. -72.89727020263672),(-78.39640808105469. -71.56504821777344),(-78.65145111083984. -75.96375274658203),1551
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+500000___V202.nc,(-76.37969207763672. -70.34617614746094),(-76.0479736328125. -66.80140686035156),(-76.8777084350586. -65.22486114501953),(-77.23175811767578. -68.96248626708984),1552
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-700000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-700000___V202.nc,(-76.47162628173828. -118.3007583618164),(-76.8777084350586. -114.77513885498047),(-77.69757080078125. -116.56504821777344),(-77.26444244384766. -120.25643920898438),1553
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+400000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+400000___V202.nc,(-76.65745544433594. -74.05460357666016),(-76.37969207763672. -70.34617614746094),(-77.23175811767578. -68.96248626708984),(-77.5291519165039. -72.89727020263672),1554
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+300000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+300000___V202.nc,(-76.8777084350586. -77.90524291992188),(-76.65745544433594. -74.05460357666016),(-77.5291519165039. -72.89727020263672),(-77.76560974121094. -77.00538635253906),1555
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-700000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1200000__-700000___V202.nc,(-77.26444244384766. -120.25643920898438),(-77.69757080078125. -116.56504821777344),(-78.5050048828125. -118.61045837402344),(-78.04174041748047. -122.47119140625),1556
CS_OFFL_THEM_POINT_SOUTHANDE_2021_12_-73150396_-49578080_V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2021_12_-73150396_-49578080_V202.nc,(-49.57807922363281. -73.15039825439453),(-48.68085861206055. -73.07604217529297),(-48.720916748046875. -71.7193603515625),(-49.61941909790039. -71.76905822753906),1557
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+400000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+400000___V202.nc,(-72.26692962646484. -78.11134338378906),(-72.05978393554688. -75.25643920898438),(-72.928466796875. -74.47589111328125),(-73.1469497680664. -77.47119140625),1558
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+500000___V202.nc,(-72.05978393554688. -75.25643920898438),(-71.81000518798828. -72.47443389892578),(-72.66539001464844. -71.56504821777344),(-72.928466796875. -74.47589111328125),1559
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+300000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+300000___V202.nc,(-72.42984008789062. -81.02737426757812),(-72.26692962646484. -78.11134338378906),(-73.1469497680664. -77.47119140625),(-73.3189697265625. -80.53768157958984),1560
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+700000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+700000___V202.nc,(-71.51943969726562. -69.77513885498047),(-71.19012451171875. -67.16634368896484),(-72.01409149169922. -66.03751373291016),(-72.35982513427734. -68.74949645996094),1561
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-900000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-900000___V202.nc,(-75.52215576171875. -124.69515228271484),(-76.01821899414062. -121.60750579833984),(-76.78285217285156. -123.69007110595703),(-76.25810241699219. -126.8698959350586),1562
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-300000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-300000___V202.nc,(-72.42984008789062. -98.97262573242188),(-72.54719543457031. -96.00900268554688),(-73.4429931640625. -96.34019470214844),(-73.3189697265625. -99.46231842041016),1563
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+200000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+200000___V202.nc,(-77.03739929199219. -81.8698959350586),(-76.8777084350586. -77.90524291992188),(-77.76560974121094. -77.00538635253906),(-77.93743133544922. -81.25383758544922),1564
